Input,Material,Colour,Weight,Volume
"Swan Gatsby Black and Gold 1.7 Litre Pyramid Kettle, 3 KW Rapid Boil, Diamond Pattern Design, Matte Black with Gold Accents, SK14080BLKN
Brand Swan
Colour Black and Gold
Item Dimensions  L x W x H 29.1 x 21.1 x 23.4 centimetres
1.7 Litre Capacity – Generous 1.7 litre capacity, meaning that you can boil enough water for up to 8 cups of tea, coffee, or hot chocolate at once, perfect for busy households or unexpected guests.
Fast Heat Up & Easy filling – The powerful 3KW concealed heating element heats up water fast, so you can have a lovely hot drink in no time. The pull off lid and transparent water gauge on the side allow for easy and accurate filling.
Cordless Operation – Allows for maximum manoeuvrability. The 360-degree rotational base offers maximum usability whether you’re left or right-handed, so you can return it to its base hassle free even when in a hurry.
Stylish Design – Perfect for any kitchen with its chic and stylish 1920’s design, coupled with its impressive functions and fast heat up, you may enjoy making a brew almost as much as drinking it.
Ensures Your Safety – With boil dry protection and automatic shut off this kettle isn’t lacking in the safety features.
1 Year Warranty –Comes with a 1-year warranty which can be extended to 2 years when you register the product online.
Brand Swan
Model Number SK14080BLKN
Colour Black and Gold
Product Dimensions 29.1 x 21.1 x 23.4 cm; 1.64 Kilograms
Volume Capacity 1.7 litres
Item Weight 1.64 kg
",other,black,1.64kg,1.7L
"Daewoo SDA1780 Argyle 1.7L Plastic Removable & Washable Limescale Filter Lid Opening | Auto/Manual Switch Off Options | 220-240V/50-60Hz/3KW | Concealed Heating Element, White Kettle
Brand Daewoo
Colour White Kettle
Material Plastic
Concealed heating element - Prevent lime scale build-up with the concealed heating element to protect & preserve the interior of the kettle
Removable & washable lime scale filter - Make cleaning your kettle easy and mess-free - this kettle features an easy-clean removable & washable lime scale filter
Auto & manual switch off - Save energy and stay safe with our automatic switch off feature - this kettle shows when in use with an LED indicator
Stylish design - This kettle was designed with style in mind - the sleek patterned body makes this jug kettle suitable for any trendy kitchen
External Water gauge - Use the water gauge to see how much water you are putting in the kettle - make up to 7 cups of tea or coffee when full
Brand Daewoo
Model Number SDA1780
Colour White Kettle
Package Dimensions 25.3 x 23.3 x 22 cm; 1.19 Kilograms
Volume Capacity 1.7 litres
Material Plastic
Special Features Concealed_Heating
Item Weight 1.19 kg
",plastic,white,1.19kg,1.7L
"WEEKETT Smart WiFi Kettle | App Remote Control | Compatible with Alexa, Google Home and Siri | Digital Temperature Control 2200W with Keep Warm Function, Stainless Steel, 1.7L
Smart Wi-Fi kettle that works with Amazon Alexa, Google Home and mobile app. The kettle that's ready whenever you are. 2 Year Manufacturer Guarantee with UK based customer services - Contact info@weekett.com for support
For people with mobility issues: Switch on the kettle from anywhere in the home – only go to the kitchen when the kettle is boiled.
For tea and coffee lovers: Temperature matters - brew the perfect cuppa by choosing the right temperature between 40°C and 100°C.
For new parents: 1 tab baby milk programme - heat water to 100°C, cool naturally to 70°C and keep warm for up to 1 hour.
For the time-conscious: Schedule the kettle to boil at the time you want.
Brand WEEKETT
Package Dimensions 26.4 x 26 x 21.6 cm; 1.62 Kilograms
Volume Capacity 1.7 litres
Material Stainless Steel
Item Weight 1.62 kg
",metal,other,1.62kg,1.7L
"Glass Kettle Electric, Homgeek Water Tea Kettle 2200W with Illuminated LED, 1.7L, Stainless Steel Inner Lid & Bottom, Auto-Off & Boil-Dry Protection, Wide Opening for Easy Clean, BPA-Free
Brand Homgeek
Capacity 1.7 litres
Material Glass
Power / Wattage 2200 watts
➤ 2200 Watts - Fast Heating: 2200W power enables water to boil within 2-5 minutes. ( It depends on how much water is filled. 1.7L capacity meet the needs for daily use in large families or in the office.
➤ Design with Blue LED Light: Attractive LED indicator that indicate when the kettle is heating and see the cooking process clearly, providing you a better visual pleasure.
➤ Easy to Use and Clean: The wide mouth enables both easy filling and cleaning, it allows for simple access to clean those water deposits away. 360° rotatable base is suitable for left and right-handers.
➤ Food Grade Glass Kettle: The body is made of borosilicate glass with high temperature resistant and 304 stainless steel. All parts in contact with water are made of food grade materials and BPA free.
➤ High Safety Standard: Equipped with overheating protection and automatic shutoff function. Any concerns with the kettle, we will reply you within 24 hours.
Brand Homgeek
Package Dimensions 30.5 x 21.5 x 21.5 cm; 1.56 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 2200 watts
Material Glass
Noise Level 55 dB
Special Features Boil Dry Protection
Item Weight 1.56 kg
",glass,other,1.56kg,1.7L
"iKich Glass Electric Kettle 1.7L Eco Cordless Glass Kettle Fast Boiling Quiet BPA Free Water Boiler Tea Kettle with LED Indicator, Auto Shut Off and Boil-Dry Protection, 2200W
Brand IKICH
Colour Black
Capacity 1.7 litres
Material Borosilicate Glass
Power / Wattage 2200 watts
[ 100% HEALTHY MATERIAL & BPA FREE ] iKich glass electric kettle combined of high strength borosilicate glass and 304 stainless steel. All parts in contact with water are made of food grade materials. No plastic touch hot water.
[FAST BOILING & ENERGY SAVING] Boils water within 2-5 mins, 5mins to boil a full pot (1.7L), 0.5L for just 2mins.Effectively saves more energy than your microwave, stove or your old kettle. Perfect for coffee, tea.
[EXTRAORDINARY SAFETY & LOW NOISE] Equips British Strix thermostat technology which is used to offer Auto Shut-Off & Boil-Dry Protection. It turns off if it detects overheating or there is no water inside to ensure user safety.Pretty quiet with low noise when boiling.
[ELEGANT DESIGN & 360° SWIVEL BASE] Attractive LED indicator, soft blue light and visible glass design provide you the clear water capacity and boiling process. Stay-cool ergonomic handle, separable base for convenient serving and cable storage.
[WARM TIPS] Don't Pull the Lid excessively while using this product, which may lead to the crack or damage of the Lid. To descale your kettle, simply fill it with some vinegar and water, boil it, and let it soak for 1 hours. Finally wipe away the scale with a cloth.
Brand IKICH
Model Number CP180A
Colour Black
Product Dimensions 23 x 19.5 x 27 cm; 1.5 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 2200 watts
Material Borosilicate Glass
Item Weight 1.5 kg
",glass,black,1.5kg,1.7L
"Russell Hobbs 24362 Inspire Electric Kettle, 3000 W, 1.7 Litre, Red with Chrome Accents
Brand Russell Hobbs
Colour Red
Capacity 1.7 litres
Material Plastic
Voltage 240
3 KW premium plastic textured design, complemented by sleek chrome accents with lift off lid and an ideal pour spout
Ideal for those with busy days, boiling one cup in just 45 seconds, boiling one cup versus 1 Litre
Easy-view water window with delicate blue illumination upon boil
Includes removable, washable anti-scale filter to trap any impurities in water and cord storage in the 360 Degrees base
2 years guarantee plus 1 years when you register the product online
Brand Russell Hobbs
Model Number 24362
Colour Red
Product Dimensions 15.8 x 23.5 x 26.7 cm; 1.58 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 watts
Voltage 240
Material Plastic
Auto Shutoff No
Special Features Concealed element, Cord storage in base, Concealed_Heating, Rapid boil zone markers, Removable, washable filter, 360° base
Item Weight 1.58 kg
",plastic,red,1.58kg,1.7L
"Quest 35690 Compact Travel Electric Kettle Dual Voltage, 0.5 litres, 600 Watt, Plastic, 17.5x17x8cm, Black
Brand Quest
Colour Black
Capacity 0.5 litres
Material Plastic
Power / Wattage 600 watts
Small and lightweight - the travel compact kettle is the perfect size for cramming it into an already busy bag or case.
Dual voltage switch - designed to travel with you wherever you go in the world.
Water level indicator - with water level windows You can easily check on just how much water you're boiling.
Two cups included - includes two cups So You don't have to worry about packing any extras when you need to make a hot drink for 2.
Other Quest cooking appliances - the Quest brand covers many cooking appliances ideal for giving you a helping hand in the kitchen although we can't guarantee they will improve your cooking skills.
Brand Quest
Model Number 35690
Colour Black
Product Dimensions 8 x 17 x 17.5 cm; 500 Grams
Capacity 0.5 litres
Volume Capacity 0.5 litres
Power / Wattage 600 watts
Material Plastic
Item Weight 500 g
",plastic,black,500g,0.5L
"Dualit Classic Kettle | Polished Stainless Steel with Black Trim | Quiet boiling kettle | 90 Second Boil Time | 1.7 L Capacity, 2.3 kW | 72796
Brand Dualit
Colour Polished
Capacity 1.7 litres
Material Stainless Steel
Item Dimensions  L x W x H 23.5 x 15.4 x 28.1 centimetres
FAST PATENTED WHISPER BOIL: The Classic Kettle is the quietest kettle that Dualit has designed and drastically reduces boiling noise. Designed to be not only quiet but fast, it can boil enough water for two full cups in less than a minute and a half.
STAINLESS STEEL KETTLE: Unlike plastic kettles the Dualit classic kettle features a high quality, polished stainless steel body with black trim. The handle features a soft silicon grip for comfort and lid has a heatproof ring and finger guard to protect users from hot water or steam.
NON DRIP: With a precision engineered, non-drip spout you don't have to worry about water dripping onto the kettle or your work top, meaning a safer experience for all users. This Dualit Classic Kettle is truly built to last and is fitted with a revolutionary patented replaceable element.*
DUAL MEASURING WINDOWS: The BPA free windows feature cup measures on one side – perfect for tea drinkers! – and the other side measures water in litres – so you only need to boil the amount of water you need helping reduce water waste and improve the environment.
A BRAND YOU CAN TRUST: From our founding in 1945 we have continued to provide high quality, innovative products to make your life easier and more stylish. Our Classic Toaster has been hand built in the UK since 1952 and now we bring you its perfect partner, the Classic Kettle.
Brand Dualit
Model Number 72796
Colour Polished
Product Dimensions 23.5 x 15.4 x 28.1 cm; 2.12 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Material Stainless Steel
Item Weight 2.12 kg
",metal,other,2.12kg,1.7L
"ANSIO Electric Kettle 3000W - 1.7L Cordless, Stainless Steel, Boil Dry Protection & Auto Shut Off, Strix Controller
Brand ANSIO
Colour Silver
Material Stainless Steel
360° rotational cordless electric for ease of use. Made from 304-food grade stainless steel.
3000 Watts kettle with 1.7 litre capacity. Inbuilt thermostat and strix controller to ensure precise temperature control while assuring safety. Equipped with power indicator blue light that lights up while boiling.
Auto shut-off to turn the kettle off automatically when the water is boiled & boil dry protection feature to avoid dry boiling when the water level is too low, to ensure safety and save power.
Easy to-view external water level window and an ideal mouth size for easy cleaning. Removable and washable filter for ease of use. Automatic lid opening at the press of a button.
Contact us if you have queries.
Brand ANSIO
Colour Silver
Package Dimensions 23.8 x 22 x 18.8 cm; 1.33 Kilograms
Volume Capacity 1.7 litres
Material Stainless Steel
Auto Shutoff Yes
Item Weight 1.33 kg
",metal,silver,1.33kg,1.7L
"De'Longhi Distinta X KBIN3001.BK Designer Kettle, Brushed Steel, 360 Swivel Base, Cord Storage, 1.7 Litre, Anti-limescale Filter -Black
Brand De'Longhi
Colour Black
Item Dimensions  L x W x H 18 x 22.5 x 25 centimetres
Stainless Steel Body with Chrome Details & Matching 360° Swivel Base with Cord Storage
Rapid Boil, Large 1.7L Capacity, Anti-Limescale Filter and 3-Level Safety Protection
Matching Four Slot Toaster and Coffee Machines available
Fully removable and washable water filter.
Brand De'Longhi
Model Number KBIN3001.BK
Colour Black
Product Dimensions 18 x 22.5 x 25 cm; 1.84 Kilograms
Volume Capacity 1.7 litres
Item Weight 1.84 kg
",metal,black,1.84kg,1.7L
"Morphy Richards 108020 Illumination Jug Kettle, 1.7 liters, Black
Stunning illumination
1.7L Capacity - perfect for large families or for entertaining
3kW Element for a hot drink in a hurry
Limescale filter to ensure a clean, clear drink
360 Cordless base easy to use left or right handed
Brand Morphy Richards
Model Number 108020
Colour Black
Package Dimensions 25.2 x 22.2 x 20.2 cm; 1.1 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Voltage 240
Item Weight 1.1 kg
",other,black,1.1kg,1.7L
"LLIVEKIT 1.7L Glass Electric Kettle, 1500W Tea Kettle with Temperature Control & Keep-Warm Function, Auto Shut-Off & Boil-Dry Protection, Fast Boiling Water Boiler with Blue Light
Large Capacity & Fast Boiling: 1.7L Large capacity makes enough water for 6-7 people, perfect match for Coffee, tea, pasta, oatmeal etc. Electric kettle boils water within 6mins, faster than microwave and stovetop. The water boiler with wide mouth, easy cleaning and filling.
Temperature Control & Keep Warm: The electric glass kettle is designed with temperature control from 105°F ranging to 212°F, you can adjust the desired temperature via the button. With keep-warm function, the water kettle can auto boil water once the temp is below your set.
Auto Shut-Off & Boil-Dry Protection: The hot water kettle will automatically shut off once the water has boiled. When the water is nearly dry-out, the glass kettle electric will turn off automatically. Safe and Reliable! LED display shows the water temperature anytime.
Blue LED Indicator & Cordless: The blue LED lights will work when the glass kettle starts heating, make it the perfect addition to your kitchen. Cordless technology allows easy filling and pouring, durable 360°rotational glass body with water level marking gives clearly measurement.
High quality & Warranty: Glass kettle electric is built with high borosilicate glass and food grade stainless steel materials. The electric water boiler comes with 12 months money back warranty. If you have any questions, please do not hesitate to contact us.
Brand LLIVEKIT
Colour Blue
Package Dimensions 37.3 x 29.4 x 22.8 cm; 1.75 Kilograms
Volume Capacity 1.7 litres
Item Weight 1.75 kg
",glass,blue,1.75kg,1.7L
